Name,Status,District,Population Census 1991-03-01,Population Census 2001-03-01,Population Census 2011-03-01,query,lat,lon
Abiramam,Town Panchayat,Ramanathapuram,...,"6,638","8,144","Abiramam, Ramanathapuram, Tamil Nadu, India",9.4420721,78.4396376
Acharapakkam,Town Panchayat,Kanchipuram,...,"9,023","10,362","Acharapakkam, Kanchipuram, Tamil Nadu, India",12.5518808,79.7696115
Agaram,Town Panchayat,Dindigul,...,"12,784","15,610","Agaram, Dindigul, Tamil Nadu, India",10.4553491,77.9237356
Agastheeswaram,Town Panchayat,Kanniyakumari,...,"8,995","9,717","Agastheeswaram, Kanniyakumari, Tamil Nadu, India",8.1547817,77.4585065
Alamathi,Census Town,Thiruvallur,...,"5,812","7,424","Alamathi, Thiruvallur, Tamil Nadu, India",13.2114346,80.1135542
Alamelumangapuram,Census Town,Vellore,...,"5,368","7,900","Alamelumangapuram, Vellore, Tamil Nadu, India",12.94454,79.189664
Alampalayam,Town Panchayat,Namakkal,...,"15,255","20,286","Alampalayam, Namakkal, Tamil Nadu, India",11.5322199,78.1120175
Alanganallur,Town Panchayat,Madurai,...,"11,078","12,331","Alanganallur, Madurai, Tamil Nadu, India",10.0463572,78.0878055
Alangayam,Town Panchayat,Vellore,...,"16,851","18,327","Alangayam, Vellore, Tamil Nadu, India",12.6326913,78.8077313
Alangudi,Town Panchayat,Pudukkottai,"10,882","10,761","12,367","Alangudi, Pudukkottai, Tamil Nadu, India",10.3603703,78.9778724
Alangulam,Census Town,Virudhunagar,...,"4,969","4,930","Alangulam, Virudhunagar, Tamil Nadu, India",9.3643985,77.6764891
Alangulam,Town Panchayat,Tirunelveli,...,"17,923","20,948","Alangulam, Tirunelveli, Tamil Nadu, India",8.7116971,77.4566251
Alanthurai,Town Panchayat,Coimbatore,...,"7,130","7,221","Alanthurai, Coimbatore, Tamil Nadu, India",10.9541167,76.7905294
Alapakkam,Census Town,Kanchipuram,...,"5,015","9,404","Alapakkam, Kanchipuram, Tamil Nadu, India",12.6822387,79.9060182
Alwarkurichi,Town Panchayat,Tirunelveli,...,"9,459","10,045","Alwarkurichi, Tirunelveli, Tamil Nadu, India",8.7836325,77.3463695
Amathur,Census Town,Virudhunagar,...,"4,163","4,708","Amathur, Virudhunagar, Tamil Nadu, India",9.5621155,77.8588242
Ambasamudram,Municipality,Tirunelveli,"33,893","32,739","35,645","Ambasamudram, Tirunelveli, Tamil Nadu, India",8.7082538,77.4382732
Ambattur,Municipality,Thiruvallur,"215,424","310,967","466,205","Ambattur, Thiruvallur, Tamil Nadu, India",13.1193746,80.1507648
Ambur,Municipality,Vellore,"75,911","99,624","114,608","Ambur, Vellore, Tamil Nadu, India",12.7084659,78.7779287
Ammapattinam,Census Town,Pudukkottai,...,...,"6,652","Ammapattinam, Pudukkottai, Tamil Nadu, India",10.0153555,79.2313753
Ammapettai,Town Panchayat,Erode,...,"9,259","9,677","Ammapettai, Erode, Tamil Nadu, India",11.6197947,77.7426153
Ammapettai,Town Panchayat,Thanjavur,...,"13,901","14,572","Ammapettai, Thanjavur, Tamil Nadu, India",10.9484223,79.345065
Ammoor,Town Panchayat,Vellore,...,"11,296","12,513","Ammoor, Vellore, Tamil Nadu, India",12.9827403,79.3626012
Anaimalai,Town Panchayat,Coimbatore,...,"16,467","17,208","Anaimalai, Coimbatore, Tamil Nadu, India",10.5822989,76.9343247
Anaiyur,Municipality,Madurai,"17,659","38,310","63,917","Anaiyur, Madurai, Tamil Nadu, India",9.9610312,78.1057313
Anaiyur,Census Town,Virudhunagar,...,"19,898","24,436","Anaiyur, Virudhunagar, Tamil Nadu, India",9.4482831,77.7675517
Andipalayam,Census Town,Tiruppur,...,"11,350","25,539","Andipalayam, Tiruppur, Tamil Nadu, India",11.0993075,77.3174479
Annalagraharam,Census Town,Thanjavur,...,"6,266","11,129","Annalagraharam, Thanjavur, Tamil Nadu, India",10.9492735,79.3684245
Annamalai Nagar,Town Panchayat,Cuddalore,"9,209","10,062","16,289","Annamalai Nagar, Cuddalore, Tamil Nadu, India",11.3899768,79.7122498
Annavasal,Town Panchayat,Pudukkottai,...,"7,657","8,906","Annavasal, Pudukkottai, Tamil Nadu, India",10.4505907,78.7241649
Annur,Town Panchayat,Coimbatore,"13,851","18,052","20,079","Annur, Coimbatore, Tamil Nadu, India",11.2329709,77.103523
Anthiyur,Town Panchayat,Erode,"24,141","20,071","21,086","Anthiyur, Erode, Tamil Nadu, India",11.7144457,77.5679387
Arachalur,Town Panchayat,Erode,...,"12,343","12,034","Arachalur, Erode, Tamil Nadu, India",11.1585516,77.6981079
Arakandanallur,Town Panchayat,Viluppuram,"4,566","4,405","5,713","Arakandanallur, Viluppuram, Tamil Nadu, India",11.9745743,79.2225205
Arakonam (Arakkonam),Municipality,Vellore,"71,928","78,686","78,395","Arakonam (Arakkonam), Vellore, Tamil Nadu, India",13.0850281,79.6647607
Aralvaimozhi,Town Panchayat,Kanniyakumari,...,"19,211","22,846","Aralvaimozhi, Kanniyakumari, Tamil Nadu, India",8.2506309,77.5218472
Arani,Town Panchayat,Thiruvallur,"11,422","12,614","12,833","Arani, Thiruvallur, Tamil Nadu, India",13.3310399,80.0835726
Arani (Arni),Municipality,Tiruvannamalai,"54,898","60,815","63,671","Arani (Arni), Tiruvannamalai, Tamil Nadu, India",12.6677023,79.2852831
Aranthangi,Municipality,Pudukkottai,"30,327","34,134","40,814","Aranthangi, Pudukkottai, Tamil Nadu, India",10.1686451,78.9927909
Arasur,Census Town,Coimbatore,...,"8,689","11,510","Arasur, Coimbatore, Tamil Nadu, India",11.0861923,77.1142844
Aravakurichi,Town Panchayat,Karur,...,"11,519","12,412","Aravakurichi, Karur, Tamil Nadu, India",10.7770404,77.9094009
Arcot,Municipality,Vellore,"45,205","49,953","55,955","Arcot, Vellore, Tamil Nadu, India",12.7864664,79.1947291
Arimalam,Town Panchayat,Pudukkottai,...,"7,819","8,948","Arimalam, Pudukkottai, Tamil Nadu, India",10.2549862,78.8840289
Ariyalur,Municipality,Ariyalur,"24,141","27,822","28,902","Ariyalur, Ariyalur, Tamil Nadu, India",11.1357708,79.0723203
Ariyur,Census Town,Vellore,...,"5,404","7,251","Ariyur, Vellore, Tamil Nadu, India",12.8750056,79.1020269
Arumanai,Town Panchayat,Kanniyakumari,...,"15,071","16,283","Arumanai, Kanniyakumari, Tamil Nadu, India",8.3675147,77.2417084
Arumbavur,Town Panchayat,Perambalur,...,"11,695","12,467","Arumbavur, Perambalur, Tamil Nadu, India",11.3796173,78.7297869
Arumuganeri,Town Panchayat,Thoothukkudi,"23,453","24,856","27,266","Arumuganeri, Thoothukkudi, Tamil Nadu, India",8.5690525,78.0938933
Aruppukkottai,Municipality,Virudhunagar,"78,976","84,029","87,722","Aruppukkottai, Virudhunagar, Tamil Nadu, India",9.5073229,78.0958971
Asaripallam,Town Panchayat,Kanniyakumari,...,"12,755","16,822","Asaripallam, Kanniyakumari, Tamil Nadu, India",8.1743227,77.3889828
Athani,Town Panchayat,Erode,...,"8,423","8,430","Athani, Erode, Tamil Nadu, India",11.5235297,77.5124292
Athanur,Town Panchayat,Namakkal,...,"9,377","9,827","Athanur, Namakkal, Tamil Nadu, India",11.4996468,78.1350881
Athipattu,Census Town,Thiruvallur,...,"8,513","11,034","Athipattu, Thiruvallur, Tamil Nadu, India",13.2547945,80.284838
Athur,Town Panchayat,Kanniyakumari,...,"11,744","11,910","Athur, Kanniyakumari, Tamil Nadu, India",8.3353514,77.25196
Attayampatti,Town Panchayat,Salem,"10,835","12,698","13,852","Attayampatti, Salem, Tamil Nadu, India",11.531861,78.0508039
Attur,Municipality,Salem,"55,667","57,519","61,793","Attur, Salem, Tamil Nadu, India",11.5995411,78.5962711
Avadi,Municipality,Thiruvallur,"183,215","229,403","345,996","Avadi, Thiruvallur, Tamil Nadu, India",13.1194809,80.1026704
Avalapalli,Census Town,Krishnagiri,...,"10,342","17,859","Avalapalli, Krishnagiri, Tamil Nadu, India",12.7408026,77.8343046
Avalpoondurai,Town Panchayat,Erode,...,"11,243","11,789","Avalpoondurai, Erode, Tamil Nadu, India",11.231261,77.7181046
Avanashi (Avinashi),Town Panchayat,Tiruppur,"17,273","22,336","28,868","Avanashi (Avinashi), Tiruppur, Tamil Nadu, India",11.2647801,77.291496
Avaniapuram,Municipality,Madurai,"35,810","53,006","89,635","Avaniapuram, Madurai, Tamil Nadu, India",9.880497,78.1134411
A. Vellalapatti (Vellalapatti),Town Panchayat,Madurai,...,"7,088","8,325","A. Vellalapatti (Vellalapatti), Madurai, Tamil Nadu, India",10.0563803,78.2857344
Ayakudi,Town Panchayat,Dindigul,...,"23,370","27,156","Ayakudi, Dindigul, Tamil Nadu, India",10.4470073,77.5532103
Ayyalur,Town Panchayat,Dindigul,...,"15,203","17,100","Ayyalur, Dindigul, Tamil Nadu, India",10.4845925,78.1566887
Ayyampalayam,Town Panchayat,Dindigul,...,"12,163","12,175","Ayyampalayam, Dindigul, Tamil Nadu, India",10.2260851,77.7474364
Ayyampettai,Census Town,Kanchipuram,"5,713","6,025","6,610","Ayyampettai, Kanchipuram, Tamil Nadu, India",12.8094574,79.7567874
Ayyampettai,Town Panchayat,Thanjavur,"13,092","14,212","16,263","Ayyampettai, Thanjavur, Tamil Nadu, India",10.8962881,79.1886395
Balakrishnapuram,Census Town,Dindigul,...,"19,568","25,627","Balakrishnapuram, Dindigul, Tamil Nadu, India",10.3584292,78.0022408
Balasamudram,Town Panchayat,Dindigul,...,"12,305","14,179","Balasamudram, Dindigul, Tamil Nadu, India",10.4192621,77.4998015
Bargur,Town Panchayat,Krishnagiri,...,"12,582","16,366","Bargur, Krishnagiri, Tamil Nadu, India",12.5425826,78.3567173
Batlagundu,Town Panchayat,Dindigul,...,"22,011","22,928","Batlagundu, Dindigul, Tamil Nadu, India",10.1636087,77.7590978
Belur,Town Panchayat,Salem,...,"9,012","8,736","Belur, Salem, Tamil Nadu, India",11.7069634,78.4131128
Bhavani,Municipality,Erode,"35,196","38,778","39,225","Bhavani, Erode, Tamil Nadu, India",11.4699779,77.3312149
Bhavanisagar,Town Panchayat,Erode,"6,005","4,329","7,710","Bhavanisagar, Erode, Tamil Nadu, India",11.4343473,77.0661172
Bhuvanagiri,Town Panchayat,Cuddalore,"17,605","19,879","21,956","Bhuvanagiri, Cuddalore, Tamil Nadu, India",11.4979403,79.6636972
Bikketti,Town Panchayat,The Nilgiris,...,"6,774","5,864","Bikketti, The Nilgiris, Tamil Nadu, India",11.27305,76.627365
B.Mallapuram,Town Panchayat,Dharmapuri,...,"11,474","12,705","B.Mallapuram, Dharmapuri, Tamil Nadu, India",12.0665912,78.2862449
B. Meenakshipuram,Town Panchayat,Theni,...,"7,227","7,846","B. Meenakshipuram, Theni, Tamil Nadu, India",9.9908938,77.3704705
Boothipuram,Town Panchayat,Theni,...,"9,626","11,022","Boothipuram, Theni, Tamil Nadu, India",10.0034807,77.4454188
Chakkarapalli,Census Town,Thanjavur,...,"6,082","6,227","Chakkarapalli, Thanjavur, Tamil Nadu, India",10.9024137,79.1981024
Chatrapatti,Census Town,Virudhunagar,...,...,"6,948","Chatrapatti, Virudhunagar, Tamil Nadu, India",9.4150001,77.594302
Chenbagaramanputhur,Census Town,Kanniyakumari,...,...,"5,028","Chenbagaramanputhur, Kanniyakumari, Tamil Nadu, India",8.2486758,77.4896729
Chengalpattu,Municipality,Kanchipuram,"54,127","62,582","62,579","Chengalpattu, Kanchipuram, Tamil Nadu, India",12.8066262,79.7607752
Chengam,Town Panchayat,Tiruvannamalai,...,"23,223","26,980","Chengam, Tiruvannamalai, Tamil Nadu, India",12.3502311,78.8767964
Chennai [Madras],Municipal Corporation,Chennai,"3,841,396","4,343,645","4,646,732","Chennai [Madras], Chennai, Tamil Nadu, India",13.0511219,80.2247578
Chennimalai,Town Panchayat,Erode,"13,453","15,547","15,500","Chennimalai, Erode, Tamil Nadu, India",11.1643156,77.6031691
Chettipalayam,Census Town,Tiruppur,"19,379","20,184","37,620","Chettipalayam, Tiruppur, Tamil Nadu, India",10.9316022,77.6295721
Chettipalayam,Town Panchayat,Coimbatore,...,"8,103","10,366","Chettipalayam, Coimbatore, Tamil Nadu, India",10.9138283,77.0374703
Chidambaram,Municipality,Cuddalore,"58,740","57,733","62,153","Chidambaram, Cuddalore, Tamil Nadu, India",11.3920706,79.703025
Chinna Anuppanadi,Census Town,Madurai,"9,231","15,676","26,158","Chinna Anuppanadi, Madurai, Tamil Nadu, India",9.9109426,78.1347212
Chinnalapatti,Town Panchayat,Dindigul,"22,866","23,351","26,285","Chinnalapatti, Dindigul, Tamil Nadu, India",10.2767592,77.9218398
Chinnamanur,Municipality,Theni,"35,397","38,360","42,305","Chinnamanur, Theni, Tamil Nadu, India",9.8415861,77.3849422
Chinnasalem,Town Panchayat,Viluppuram,...,"19,516","25,106","Chinnasalem, Viluppuram, Tamil Nadu, India",11.6284429,78.8688031
Chinnathadagam,Census Town,Coimbatore,...,"8,276","8,407","Chinnathadagam, Coimbatore, Tamil Nadu, India",11.0800254,76.9056757
Chinnavedampatti,Town Panchayat,Coimbatore,"7,754","10,981","20,122","Chinnavedampatti, Coimbatore, Tamil Nadu, India",11.0629428,76.9843304
Chithode,Town Panchayat,Erode,"6,993","7,704","8,550","Chithode, Erode, Tamil Nadu, India",11.3954841,77.6580812
Cholapuram,Town Panchayat,Thanjavur,...,"6,385","6,803","Cholapuram, Thanjavur, Tamil Nadu, India",10.6259839,79.1867089
Choozhal,Census Town,Kanniyakumari,...,...,"6,807","Choozhal, Kanniyakumari, Tamil Nadu, India",8.3118808,77.1269989
Coimbatore,Municipal Corporation,Coimbatore,"816,321","930,882","1,050,721","Coimbatore, Coimbatore, Tamil Nadu, India",11.0018115,76.9628425
Coonoor,Municipality,The Nilgiris,"48,003","50,196","45,494","Coonoor, The Nilgiris, Tamil Nadu, India",11.4053301,76.7147094
Cuddalore,Municipality,Cuddalore,"144,561","158,634","173,636","Cuddalore, Cuddalore, Tamil Nadu, India",11.7564329,79.7634644
Denkanikottai,Town Panchayat,Krishnagiri,...,"19,328","24,252","Denkanikottai, Krishnagiri, Tamil Nadu, India",12.5128321,77.761123
Desur,Town Panchayat,Tiruvannamalai,...,"5,163","4,597","Desur, Tiruvannamalai, Tamil Nadu, India",12.4393087,79.4842178
Devadanapatti,Town Panchayat,Theni,...,"13,951","19,285","Devadanapatti, Theni, Tamil Nadu, India",10.1484384,77.6564884
Devakottai,Municipality,Sivaganga,"38,265","40,497","51,865","Devakottai, Sivaganga, Tamil Nadu, India",9.9504,78.813747
Devasthanam,Census Town,Vellore,...,...,"4,963","Devasthanam, Vellore, Tamil Nadu, India",12.9136023,79.1321741
Devikapuram,Census Town,Tiruvannamalai,...,"8,712","9,800","Devikapuram, Tiruvannamalai, Tamil Nadu, India",12.6495161,79.2766239
Devipattinam,Census Town,Ramanathapuram,...,"10,166","11,599","Devipattinam, Ramanathapuram, Tamil Nadu, India",9.4749165,78.8967566
Dhali,Town Panchayat,Tiruppur,...,"6,143","5,874","Dhali, Tiruppur, Tamil Nadu, India",10.5112403,77.1882591
Dhaliyur,Town Panchayat,Coimbatore,...,"9,658","11,500","Dhaliyur, Coimbatore, Tamil Nadu, India",11.0092518,76.8484612
Dharapadavedu,Municipality,Vellore,"21,207","30,070","38,833","Dharapadavedu, Vellore, Tamil Nadu, India",12.9676504,79.138001
Dharapuram,Municipality,Tiruppur,"48,393","64,984","56,007","Dharapuram, Tiruppur, Tamil Nadu, India",10.7369082,77.5260968
Dharmapuri,Municipality,Dharmapuri,"59,318","64,496","68,619","Dharmapuri, Dharmapuri, Tamil Nadu, India",12.1347988,78.1589864
Dindigul,Municipality,Dindigul,"182,477","196,955","207,327","Dindigul, Dindigul, Tamil Nadu, India",10.365646,77.9693256
Edappadi,Municipality,Salem,"41,190","48,815","54,823","Edappadi, Salem, Tamil Nadu, India",11.5838413,77.8347612
Edayanchavadi,Census Town,Thiruvallur,...,"9,128","12,119","Edayanchavadi, Thiruvallur, Tamil Nadu, India",13.2169796,80.2850172
Elayirampannai,Census Town,Virudhunagar,"5,937","6,325","6,814","Elayirampannai, Virudhunagar, Tamil Nadu, India",9.324455,77.89372
Elumalai,Town Panchayat,Madurai,...,"14,130","15,746","Elumalai, Madurai, Tamil Nadu, India",9.8630653,77.6989606
Eral,Town Panchayat,Thoothukkudi,"9,376","9,279","9,478","Eral, Thoothukkudi, Tamil Nadu, India",8.7340584,78.0622035
Eraniel,Town Panchayat,Kanniyakumari,...,"9,305","10,375","Eraniel, Kanniyakumari, Tamil Nadu, India",8.213429,77.3076322
Eriodu (Eriyodu),Town Panchayat,Dindigul,...,"7,875","8,890","Eriodu (Eriyodu), Dindigul, Tamil Nadu, India",10.5157226,78.0567549
Erode,Municipal Corporation,Erode,"159,323","150,541","157,101","Erode, Erode, Tamil Nadu, India",11.3306483,77.7276519
Erumaipatti,Town Panchayat,Namakkal,...,"9,301","12,085","Erumaipatti, Namakkal, Tamil Nadu, India",11.15893,78.295492
Erumapalayam,Census Town,Salem,...,...,"10,220","Erumapalayam, Salem, Tamil Nadu, India",11.6387627,78.1808478
Eruvadi,Town Panchayat,Tirunelveli,"13,633","14,755","18,067","Eruvadi, Tirunelveli, Tamil Nadu, India",8.444006,77.6050293
Ethapur,Town Panchayat,Salem,...,"10,058","10,968","Ethapur, Salem, Tamil Nadu, India",11.6621824,78.4763793
Ettayapuram,Town Panchayat,Thoothukkudi,...,"12,794","12,772","Ettayapuram, Thoothukkudi, Tamil Nadu, India",8.8053035,78.1438693
Ettimadai,Town Panchayat,Coimbatore,...,"7,543","9,352","Ettimadai, Coimbatore, Tamil Nadu, India",10.8984762,76.8959745
Ganapathipuram,Town Panchayat,Kanniyakumari,...,"13,711","14,598","Ganapathipuram, Kanniyakumari, Tamil Nadu, India",8.1240866,77.3480025
Gangavalli,Town Panchayat,Salem,...,"10,457","12,015","Gangavalli, Salem, Tamil Nadu, India",11.4430018,78.5665935
Gingee,Town Panchayat,Viluppuram,...,"21,251","27,045","Gingee, Viluppuram, Tamil Nadu, India",12.2544154,79.4157756
Gobichettipalayam,Municipality,Erode,"48,364","55,158","59,523","Gobichettipalayam, Erode, Tamil Nadu, India",11.4551821,77.4350666
Gopalasamudram,Town Panchayat,Tirunelveli,...,"10,018","10,694","Gopalasamudram, Tirunelveli, Tamil Nadu, India",8.6744514,77.6382243
Gudalur,Town Panchayat,The Nilgiris,"36,593","43,096","49,535","Gudalur, The Nilgiris, Tamil Nadu, India",11.5020267,76.4990803
Gudalur,Town Panchayat,Coimbatore,...,"21,966","38,859","Gudalur, Coimbatore, Tamil Nadu, India",11.1633882,76.9339125
Gudalur,Town Panchayat,Theni,"32,603","35,531","41,915","Gudalur, Theni, Tamil Nadu, India",9.6793174,77.2436946
Gudiyatham,Municipality,Vellore,"83,232","91,452","91,558","Gudiyatham, Vellore, Tamil Nadu, India",12.9485676,78.8705336
Gummidipoondi,Town Panchayat,Thiruvallur,...,"16,196","18,891","Gummidipoondi, Thiruvallur, Tamil Nadu, India",13.4308848,80.0821379
Harur,Town Panchayat,Dharmapuri,"19,822","21,523","25,469","Harur, Dharmapuri, Tamil Nadu, India",12.0545748,78.4786186
Harveypatti,Town Panchayat,Madurai,"7,437","8,136","9,016","Harveypatti, Madurai, Tamil Nadu, India",9.877645,78.0615125
Highways,Town Panchayat,Theni,...,"7,016","4,882","Highways, Theni, Tamil Nadu, India",9.6481505,77.3609063
Hosur,Municipality,Krishnagiri,"41,739","84,394","116,821","Hosur, Krishnagiri, Tamil Nadu, India",12.7183361,77.8229481
Ilanji,Town Panchayat,Tirunelveli,...,"9,425","10,282","Ilanji, Tirunelveli, Tamil Nadu, India",8.9588478,77.2772191
Iluppur,Town Panchayat,Pudukkottai,"10,795","12,666","14,127","Iluppur, Pudukkottai, Tamil Nadu, India",10.5136995,78.6215544
Irugur,Town Panchayat,Coimbatore,...,"18,622","25,691","Irugur, Coimbatore, Tamil Nadu, India",11.0182228,77.0655208
Jalakandapuram,Town Panchayat,Salem,"12,831","14,077","16,184","Jalakandapuram, Salem, Tamil Nadu, India",11.6993908,77.8781257
Jambai,Town Panchayat,Erode,...,"15,011","16,522","Jambai, Erode, Tamil Nadu, India",11.4712817,77.6420854
Jayankondam,Municipality,Ariyalur,...,"31,268","33,945","Jayankondam, Ariyalur, Tamil Nadu, India",11.2119861,79.3648642
Jolarpet,Municipality,Vellore,"23,719","27,167","29,662","Jolarpet, Vellore, Tamil Nadu, India",12.56553,78.582427
Kadambathur,Census Town,Thiruvallur,...,...,"11,235","Kadambathur, Thiruvallur, Tamil Nadu, India",13.1000106,79.8615903
Kadambur,Town Panchayat,Thoothukkudi,...,"4,370","4,155","Kadambur, Thoothukkudi, Tamil Nadu, India",8.9948447,77.8576481
Kadathur,Town Panchayat,Dharmapuri,...,"10,184","11,382","Kadathur, Dharmapuri, Tamil Nadu, India",12.0856891,78.2911512
Kadayal,Town Panchayat,Kanniyakumari,...,"19,183","21,665","Kadayal, Kanniyakumari, Tamil Nadu, India",8.406595,77.2664595
Kadayam,Census Town,Tirunelveli,...,...,"5,430","Kadayam, Tirunelveli, Tamil Nadu, India",8.8227905,77.3740391
Kadayampatti,Town Panchayat,Salem,...,"9,565","11,390","Kadayampatti, Salem, Tamil Nadu, India",11.8726531,78.0964272
Kadayanallur,Municipality,Tirunelveli,"68,819","75,612","90,364","Kadayanallur, Tirunelveli, Tamil Nadu, India",9.0843307,77.3471138
Kailasagiri,Census Town,Vellore,...,"8,141","9,421","Kailasagiri, Vellore, Tamil Nadu, India",12.8395724,78.7427205
Kalakad (Kalakkad),Town Panchayat,Tirunelveli,...,"27,090","30,921","Kalakad (Kalakkad), Tirunelveli, Tamil Nadu, India",8.5092667,77.5706972
Kalambur,Town Panchayat,Tiruvannamalai,...,"13,291","14,304","Kalambur, Tiruvannamalai, Tamil Nadu, India",12.6325128,79.219746
Kalapatti,Town Panchayat,Coimbatore,...,"22,034","39,586","Kalapatti, Coimbatore, Tamil Nadu, India",11.0787684,77.0370419
Kalappanaickenpatti,Town Panchayat,Namakkal,...,"10,278","10,831","Kalappanaickenpatti, Namakkal, Tamil Nadu, India",11.3281702,78.2436778
Kalavai,Town Panchayat,Vellore,...,"9,763","9,773","Kalavai, Vellore, Tamil Nadu, India",12.7695119,79.4121212
Kalinjur,Town Panchayat,Vellore,"11,369","16,853","19,828","Kalinjur, Vellore, Tamil Nadu, India",12.9467597,79.1330817
Kaliyakkavilai,Town Panchayat,Kanniyakumari,...,"13,311","15,625","Kaliyakkavilai, Kanniyakumari, Tamil Nadu, India",8.30911,77.1155469
Kallangudy,Census Town,Pudukkottai,...,...,"6,396","Kallangudy, Pudukkottai, Tamil Nadu, India",10.3538032,78.9915275
Kalparapatti,Census Town,Salem,...,...,"5,046","Kalparapatti, Salem, Tamil Nadu, India",11.5783083,78.0405823
Kalugumalai,Town Panchayat,Thoothukkudi,"13,122","14,088","14,738","Kalugumalai, Thoothukkudi, Tamil Nadu, India",9.1507621,77.7018977
Kamayagoundanpatti,Town Panchayat,Theni,...,"12,211","16,134","Kamayagoundanpatti, Theni, Tamil Nadu, India",9.7381164,77.3202753
Kambainallur,Town Panchayat,Dharmapuri,...,"10,833","12,194","Kambainallur, Dharmapuri, Tamil Nadu, India",12.2066084,78.3160451
Kamuthi,Town Panchayat,Ramanathapuram,...,"13,137","14,754","Kamuthi, Ramanathapuram, Tamil Nadu, India",9.4086134,78.3684318
Kanadukathan,Town Panchayat,Sivaganga,...,"4,796","5,275","Kanadukathan, Sivaganga, Tamil Nadu, India",10.1688874,78.78294
Kancheepuram (Kanchipuram),Municipality,Kanchipuram,"144,955","153,140","164,384","Kancheepuram (Kanchipuram), Kanchipuram, Tamil Nadu, India",12.88211,79.8063903
Kandanur,Town Panchayat,Sivaganga,"6,289","6,455","7,696","Kandanur, Sivaganga, Tamil Nadu, India",10.10678,78.821222
Kangeyam,Town Panchayat,Tiruppur,"21,259","28,258","32,147","Kangeyam, Tiruppur, Tamil Nadu, India",10.9902543,77.6282496
Kangeyanallur,Census Town,Vellore,...,"12,669","15,177","Kangeyanallur, Vellore, Tamil Nadu, India",12.9519271,79.1439241
Kaniyambadi,Census Town,Vellore,...,"8,382","9,597","Kaniyambadi, Vellore, Tamil Nadu, India",12.811817,79.1340172
Kaniyur,Town Panchayat,Tiruppur,...,"5,836","6,180","Kaniyur, Tiruppur, Tamil Nadu, India",10.6056038,77.3778286
Kaniyur,Census Town,Coimbatore,...,"8,281","12,011","Kaniyur, Coimbatore, Tamil Nadu, India",11.0946073,77.1553216
Kanjikoil,Town Panchayat,Erode,...,"11,040","11,294","Kanjikoil, Erode, Tamil Nadu, India",11.3107271,77.575724
Kannamangalam,Town Panchayat,Tiruvannamalai,...,"7,316","7,399","Kannamangalam, Tiruvannamalai, Tamil Nadu, India",12.7498833,79.1518558
Kannampalayam,Town Panchayat,Coimbatore,...,"11,940","15,868","Kannampalayam, Coimbatore, Tamil Nadu, India",10.9950941,77.0984553
Kannankurichi,Town Panchayat,Salem,...,"14,994","19,765","Kannankurichi, Salem, Tamil Nadu, India",11.698129,78.1779462
Kannanoor,Census Town,Kanniyakumari,...,...,"7,747","Kannanoor, Kanniyakumari, Tamil Nadu, India",8.2897577,77.2875972
Kannapalayam,Census Town,Thiruvallur,...,"2,776","4,704","Kannapalayam, Thiruvallur, Tamil Nadu, India",13.0907932,80.1003672
Kannivadi,Town Panchayat,Tiruppur,...,"4,412","4,385","Kannivadi, Tiruppur, Tamil Nadu, India",10.810864,77.7848642
Kannivadi,Town Panchayat,Dindigul,...,"10,417","10,369","Kannivadi, Dindigul, Tamil Nadu, India",10.3793574,77.8299245
Kanniyakumari (Kanyakumari),Town Panchayat,Kanniyakumari,"17,225","19,739","22,453","Kanniyakumari (Kanyakumari), Kanniyakumari, Tamil Nadu, India",8.0914105,77.5493796
Karaipudur,Census Town,Tiruppur,...,"15,420","28,602","Karaipudur, Tiruppur, Tamil Nadu, India",11.0583021,77.295905
Karamadai,Town Panchayat,Coimbatore,"20,065","27,817","35,166","Karamadai, Coimbatore, Tamil Nadu, India",11.2393183,76.9600768
Karambakkudi,Town Panchayat,Pudukkottai,...,"12,056","14,626","Karambakkudi, Pudukkottai, Tamil Nadu, India",10.4592325,79.1399166
Kariamangalam,Town Panchayat,Dharmapuri,...,"12,035","13,511","Kariamangalam, Dharmapuri, Tamil Nadu, India",12.3078191,78.205895
Kariapatti,Town Panchayat,Virudhunagar,...,"13,981","18,191","Kariapatti, Virudhunagar, Tamil Nadu, India",9.6694505,78.1645543
Karumathampatti,Town Panchayat,Coimbatore,...,"26,477","35,062","Karumathampatti, Coimbatore, Tamil Nadu, India",11.1076538,77.1770895
Karungal,Town Panchayat,Kanniyakumari,...,"15,952","16,691","Karungal, Kanniyakumari, Tamil Nadu, India",8.2379238,77.2413556
Karuppur,Town Panchayat,Salem,...,"13,880","13,967","Karuppur, Salem, Tamil Nadu, India",11.7200276,78.092039
Karur,Municipality,Karur,"73,418","76,336","70,980","Karur, Karur, Tamil Nadu, India",10.9596041,78.0807797
Katpadi,Town Panchayat,Vellore,...,"14,912","28,797","Katpadi, Vellore, Tamil Nadu, India",13.0435051,79.2404096
Kattathurai,Census Town,Kanniyakumari,...,...,"17,271","Kattathurai, Kanniyakumari, Tamil Nadu, India",8.2812412,77.2742757
Kattimancode,Census Town,Kanniyakumari,...,...,"8,541","Kattimancode, Kanniyakumari, Tamil Nadu, India",8.1913852,77.3528437
Kattumannarkoil,Town Panchayat,Cuddalore,...,"22,426","27,294","Kattumannarkoil, Cuddalore, Tamil Nadu, India",11.260477,79.5757973
